item_id,item_title,avg_price,popularity,n_interactions
22572,rocking horse green christmas,0.85,716,275
22573,star wooden christmas decoration,0.88,784,294
22574,heart wooden christmas decoration,0.87,855,314
22575,metal merry christmas wreath,1.94,788,311
22576,swallow wooden christmas decoration,0.87,658,260
22577,wooden heart christmas scandinavian,0.58,2085,755
22578,wooden star christmas scandinavian,0.55,1890,698
22579,wooden tree christmas scandinavian,0.58,1280,481
22580,advent calendar gingham sack,6.0,804,389
22581,wood stocking christmas scandispot,0.81,695,272
22582,pack of 6 sweetie gift boxes,2.55,599,259
22583,pack of 6 handbag gift boxes,2.55,647,296
22584,pack of 6 pannetone gift boxes,2.55,1286,518
22585,pack of 6 birdy gift tags,1.25,2626,989
22586,feltcraft hairband pink and blue,0.85,555,240
22587,"feltcraft hairband, s/2, red/blue",0.85,568,253
22588,cardholder gingham heart,2.68,986,406
22589,cardholder gingham star,2.72,483,199
22591,cardholder gingham christmas tree,2.96,439,175
22592,cardholder holly wreath metal,3.81,549,253
22593,christmas gingham star,0.88,883,313
22594,christmas gingham tree,0.88,816,291
22595,christmas gingham heart,0.85,1832,650
22596,christmas star wish list chalkboard,1.03,1125,409
22597,christmas musical zinc heart,0.64,567,211
22598,christmas musical zinc tree,0.64,251,95
22599,christmas musical zinc star,0.65,361,133
22600,christmas retrospot star wood,0.87,942,350
22601,christmas retrospot angel wood,0.87,893,335
22602,christmas retrospot heart wood,0.85,1118,418
22603,christmas retrospot tree wood,0.86,819,309
22604,set of 4 napkin charms cutlery,2.54,536,225
22605,wooden croquet garden set,13.36,892,549
22606,wooden skittles garden set,15.17,526,340
22607,wooden rounders garden set,9.09,1225,646
22608,pens assorted funky jeweled,0.3,292,98
22609,pens assorted spaceball,0.4,456,153
22610,pens assorted funny face,0.37,671,224
22611,vintage union jack shopping bag,4.91,405,190
22612,tea cosy vintage union jack,3.75,194,98
22613,pack of 20 spaceboy napkins,0.84,530,232
22614,pack of 12 spaceboy tissues,0.32,792,303
22615,pack of 12 circus parade tissues,0.31,372,137
22616,pack of 12 london tissues,0.31,1780,648
22617,baking set spaceboy design,4.98,1787,889
22618,cooking set retrospot,9.87,409,225
22619,set of 6 soldier skittles,3.82,1206,585
22620,4 traditional spinning tops,1.35,1681,669
22621,traditional knitting nancy,1.58,1888,735
22622,box of vintage alphabet blocks,10.41,1062,514
22623,box of vintage jigsaw blocks,5.32,1025,502
22624,ivory kitchen scales,8.53,1902,1066
22625,red kitchen scales,8.44,1428,781
22626,black kitchen scales,8.48,531,305
22627,mint kitchen scales,8.46,1015,559
22628,picnic boxes set of 3 retrospot,4.93,486,251
22629,spaceboy lunch box,1.93,2763,1118
22630,dolly girl lunch box,1.94,2443,1012
22631,circus parade lunchbox,1.94,1125,475
22632,hand warmer red polka dot,2.08,1765,745
22633,hand warmer union jack,2.09,1897,831
22634,childs breakfast set spaceboy,9.74,893,466
22635,childs breakfast set dolly girl,9.79,852,452
22636,childs breakfast set circus parade,8.42,904,463
22637,piggy bank retrospot,2.53,1164,497
22638,set of 4 napkin charms crowns,2.35,122,59
22639,set of 4 napkin charms hearts,2.5,596,254
22640,set of 4 napkin charms 3 keys,2.45,137,70
22641,set of 4 napkin charms instrument,2.48,107,53
22642,set of 4 napkin charms stars,2.42,315,135
22643,set of 4 napkin charms leaves,2.36,162,76
22644,ceramic cherry cake money bank,1.44,1128,469
22645,ceramic heart fairy cake money bank,1.43,1291,559
22646,ceramic strawberry cake money bank,1.42,1747,708
22647,ceramic love heart money bank,1.17,164,68
22649,strawberry fairy cake teapot,4.92,894,421
22650,ceramic pirate chest money bank,1.45,512,223
22651,gentleman shirt repair kit,0.88,403,152
22652,travel sewing kit,1.65,1854,729
22653,button box,1.94,548,234
22654,deluxe sewing kit,6.0,874,444
22655,vintage red kitchen cabinet,184.23,75,52
22656,vintage blue kitchen cabinet,214.86,45,37
22657,hen & 2 chicks in basket,0.85,21,7
22659,lunchbox i love london,1.93,1819,785
22660,doormat i love london,7.58,265,148
22661,charlotte bag dolly girl design,0.84,1428,543
22662,lunch bag dolly girl design,1.65,2113,883
22663,jumbo bag dolly girl design,2.01,1274,527
22664,toy tidy dolly girl design,2.1,437,178
22665,recipe box blue sketchbook design,2.96,1067,511
22666,recipe box pantry yellow design,2.95,2935,1290
22667,recipe box retro spot design,2.93,1787,830
22668,pink baby bunting,2.96,1090,381
22669,red baby bunting,2.94,943,337
22670,french wc sign blue metal,1.26,770,322
22671,french laundry sign blue metal,1.68,432,191
22672,french bathroom sign blue metal,1.65,717,304
22673,french garden sign blue metal,1.26,397,169
22674,french toilet sign blue metal,1.25,585,246
22675,french kitchen sign blue metal,1.28,557,229
22676,"french blue metal door sign, 1",1.27,502,222
22677,"french blue metal door sign, 2",1.26,441,189
22678,"french blue metal door sign, 3",1.26,409,172
22679,"french blue metal door sign, 4",1.27,373,156
22680,"french blue metal door sign, 5",1.26,383,165
22681,"french blue metal door sign, 6",1.27,333,135
22682,"french blue metal door sign, 7",1.26,345,139
22683,"french blue metal door sign, 8",1.27,326,138
22684,"french blue metal door sign, 9",1.25,288,116
22685,"french blue metal door sign, 0",1.25,315,128
22686,"french blue metal door sign, no",1.25,263,116
22687,doormat christmas village,8.04,227,113
22688,doormat peace on earth blue,7.84,156,85
22689,doormat merry christmas red,8.25,427,211
22690,doormat home sweet home blue,7.73,767,402
22691,doormat welcome sunrise,7.75,321,182
22692,doormat welcome to our home,7.82,882,460
22693,grow a flytrap or sunflower in tin,1.24,841,282
22694,wicker star,2.1,1715,730
22695,wicker wreath small,1.39,442,189
22696,wicker wreath large,1.97,554,252
22697,green regency teacup and saucer,2.93,2520,958
22698,pink regency teacup and saucer,2.92,2007,760
22699,roses regency teacup and saucer,2.91,2865,1083
22700,black and white dog bowl,2.64,203,92
22701,pink dog bowl,2.52,174,87
22702,black and white cat bowl,1.94,187,83
22703,pink cat bowl,1.84,150,74
22704,wrap red apples,0.42,879,293
22705,wrap green pears,0.42,441,147
22706,wrap cowboys,0.42,369,123
22707,wrap monster fun,0.42,243,81
22708,wrap dolly girl,0.42,474,158
22709,wrap wedding day,0.42,228,76
22710,wrap i love london,0.42,501,168
22711,wrap circus parade,0.42,533,178
22712,card dolly girl,0.43,1023,345
22713,card i love london,0.42,718,241
22714,card birthday cowboy,0.42,751,253
22715,card wedding day,0.42,504,168
22716,card circus parade,0.42,1015,341
22717,card dog and ball,0.42,456,152
22718,card cat and tree,0.42,510,170
22719,"gumball coathook., black & white",1.21,248,111
22720,set of 3 cake tins pantry design,4.95,2360,1152
22721,set of 3 cake tins sketchbook,4.83,443,247
22722,set of 6 spice tins pantry design,3.92,1337,664
22723,set of 6 herb tins sketchbook,3.75,446,238
22725,alarm clock bakelike chocolate,3.79,849,423
22726,alarm clock bakelike green,3.78,2203,1052
22727,alarm clock bakelike red,3.76,2415,1160
22728,alarm clock bakelike pink,3.78,1584,781
22729,alarm clock bakelike orange,3.76,1026,506
22730,alarm clock bakelike ivory,3.75,1233,619
22731,3d christmas stamps stickers,1.3,496,206
22732,3d vintage christmas stickers,1.3,623,247
22733,3d stickers traditional christmas,1.29,643,258
22734,set of 6 ribbons vintage christmas,2.73,1640,616
22735,ribbon reel socks and mittens,1.7,418,161
22736,"ribbon reel, making snowmen",1.69,755,300
22737,ribbon reel christmas present,1.69,982,386
22738,ribbon reel snowy village,1.67,945,353
22739,"ribbon reel, xmas sock/bauble",1.69,1126,432
22740,polka dot pen,0.84,611,205
22741,funky diva pen,0.85,583,196
22742,make your own playtime card kit,2.78,383,163
22743,make your own flowerpower card kit,2.87,585,270
22744,make your own monsoon card kit,2.8,567,259
22745,poppy's playhouse bedroom,2.11,1291,563
22746,poppy's playhouse livingroom,2.11,1026,466
22747,poppy's playhouse bathroom,2.1,712,331
22748,poppy's playhouse kitchen,2.11,1390,626
22749,feltcraft princess charlotte doll,3.75,1236,632
22750,feltcraft princess lola doll,3.76,1158,602
22751,feltcraft princess olivia doll,3.78,778,418
22752,set 7 babushka nesting boxes,8.41,1142,585
22753,small yellow babushka notebook,0.81,697,336
22754,small red babushka notebook,0.81,857,382
22755,small purple babushka notebook,0.82,886,403
22756,large yellow babushka notebook,1.17,352,172
22757,large red babushka notebook,1.18,514,226
22758,large purple babushka notebook,1.17,482,224
22759,set of 3 notebooks in parcel,1.67,1652,650
22760,"tray, breakfast in bed",12.52,170,103
22761,chest 7 drawer ma campagne,24.56,39,31
22762,cupboard 3 drawer ma campagne,14.79,142,107
22763,key cabinet ma campagne,9.89,203,119
22764,"rustic wooden cabinet, glass doors",23.53,40,24
22765,newspaper stand,14.47,60,42
22766,photo frame cornice,2.95,1353,584
22767,triple photo frame cornice,9.86,564,280
22768,family photo frame cornice,9.9,607,321
22769,chalkboard kitchen organiser,24.29,50,35
22770,mirror cornice,14.92,90,63
22771,clear drawer knob acrylic edwardian,1.25,1107,391
22772,pink drawer knob acrylic edwardian,1.25,606,215
22773,green drawer knob acrylic edwardian,1.25,474,175
22774,red drawer knob acrylic edwardian,1.24,389,136
22775,purple drawerknob acrylic edwardian,1.26,516,189
22776,sweetheart cakestand 3 tier,9.85,956,596
22777,glass cloche large,8.39,139,76
22778,glass cloche small,3.89,289,150
22779,wooden owls light garland,4.2,405,194
22780,light garland butterfiles pink,4.2,361,179
22781,gumball magazine rack,7.66,427,226
22782,set 3 wicker storage baskets,19.99,132,84
22783,set 3 wicker oval baskets w lids,15.38,79,44
22784,lantern cream gazebo,4.96,691,327
22785,cushion cover pink union flag,6.54,173,95
22786,pillowcushion cover pink union jack,5.94,146,77
22788,brocante coat rack,9.79,121,68
22789,t-light holder sweetheart hanging,1.97,439,184
22790,"mirror, arched georgian",19.42,3,1
22791,t-light glass fluted antique,1.23,966,333
22792,fluted antique candle holder,0.86,493,171
22794,sweetheart wire magazine rack,7.94,309,183
22795,sweetheart recipe book stand,6.69,769,406
22796,photo frame 3 classic hanging,9.9,544,295
22797,chest of drawers gingham heart,16.98,168,125
22798,antique glass dressing table pot,2.97,655,258
22799,sweetheart wire fruit bowl,8.18,166,96
22800,antique tall swirlglass trinket pot,3.78,387,189
22801,antique glass pedestal bowl,3.76,469,233
22802,faux fur chocolate throw,18.52,68,46
22803,ivory embroidered quilt,38.41,46,30
22804,candleholder pink hanging heart,2.96,1328,596
22805,blue drawer knob acrylic edwardian,1.25,404,148
22806,set of 6 t-lights wedding cake,2.73,114,45
22807,set of 6 t-lights toadstools,2.85,439,188
22808,set of 6 t-lights easter chicks,2.86,152,61
22809,set of 6 t-lights santa,3.04,795,330
22810,set of 6 t-lights snowmen,3.04,683,284
22811,set of 6 t-lights cacti,2.99,154,70
22812,pack 3 boxes christmas pannetone,2.01,904,361
22813,pack 3 boxes bird pannetone,2.01,725,295
22814,card party games,0.42,397,135
22815,card psychedelic apples,0.42,495,165
22816,card motorbike santa,0.42,899,301
22817,card suki birthday,0.42,500,169
22818,card christmas village,0.42,864,288
22819,"birthday card, retro spot",0.42,494,168
22820,gift bag birthday,0.65,223,77
22821,gift bag psychedelic apples,0.65,302,103
22822,cream wall planter heart shaped,5.94,323,169
22823,chest natural wood 20 drawers,117.5,27,18
22824,3 tier sweetheart garden shelf,35.7,55,48
22825,decorative plant pot with frieze,7.91,65,34
22826,love seat antique white metal,114.02,52,41
22827,giant seventeen drawer sideboard,158.71,46,35
22828,regency mirror with shutters,154.09,17,11
22829,brocante shelf with hooks,9.87,175,104
22830,utilty cabinet with hooks,24.38,25,16
22831,white brocante soap dish,2.95,307,120
22832,sweetheart wire wall tidy,10.72,144,77
22833,hall cabinet with 3 drawers,43.27,16,11
22834,hand warmer babushka design,1.97,1154,500
22835,hot water bottle i am so poorly,4.77,1724,818
22837,hot water bottle babushka,4.62,833,373
22838,3 tier cake tin red and cream,14.75,358,228
22839,"cake tin, 3 tier mint/ivory",14.9,275,189
22840,round cake tin vintage red,7.9,700,377
22841,round cake tin vintage green,7.94,506,286
22842,biscuit tin vintage red,6.66,421,220
22843,biscuit tin vintage green,6.7,297,164
22844,vintage cream dog food container,8.52,639,367
22845,vintage cream cat food container,6.37,523,297
22846,bread bin diner style red,16.36,477,311
22847,"bread bin, diner style, ivory",16.49,682,445
22848,bread bin diner style pink,16.2,208,133
22849,"bread bin, diner style, mint",16.27,238,151
22850,bread bin diner style black,15.95,5,2
22851,set 20 napkins fairy cakes design,0.85,1076,460
22852,enamel dog bowl cream,4.24,253,142
22853,enamel cat bowl cream,3.24,291,128
22854,cream sweetheart egg holder,4.92,440,218
22855,fine wicker heart,1.24,980,350
22856,assorted easter decorations  bells,1.24,79,27
22857,assorted easter gift tags,0.85,183,62
22858,easter tin keepsake,1.64,289,113
22859,easter tin bunny bouquet,1.65,354,134
22860,easter tin chicks pink daisy,1.65,218,88
22861,easter tin chicks in garden,1.65,94,38
22862,love heart napkin box,4.25,353,187
22863,soap dish brocante,2.93,342,149
22864,mug and coaster set red circles,0.42,6,2
22865,hand warmer owl design,2.1,2623,1101
22866,hand warmer scotty dog design,2.09,2295,984
22867,hand warmer bird design,2.1,2202,938
22868,"number tile cottage garden, 0",1.95,31,14
22869,"number tile cottage garden, 1",1.95,50,27
22870,"number tile cottage garden, 2",1.95,42,20
22871,"number tile cottage garden, 3",1.95,30,12
22872,"number tile cottage garden, 4",1.95,37,18
22873,"number tile cottage garden, 5",1.95,34,18
22874,"number tile cottage garden, 6",1.95,36,18
22875,"number tile cottage garden, 7",1.95,36,18
22876,"number tile cottage garden, 8",1.95,30,13
22877,"number tile cottage garden, 9",1.95,40,20
22878,"number tile cottage garden, no",2.1,35,16
22879,"number tile vintage font, 0",1.69,23,10
22880,"number tile vintage font, 1",1.76,29,14
22881,"number tile vintage font, 2",1.78,34,15
22882,number tile vintage font 3,1.85,46,26
22883,"number tile vintage font, 4",1.73,28,12
22884,number tile vintage font 5,1.81,35,19
22885,number tile vintage font 6,1.8,35,17
22886,"number tile vintage font, 7",1.76,29,14
22887,"number tile vintage font, 8",1.76,30,14
22888,number tile vintage font 9,1.67,21,10
22889,"number tile vintage font, no",1.89,27,11
22890,novelty biscuits cake stand 3 tier,9.9,410,231
22891,tea for one polkadot,4.5,295,155
22892,salt and pepper shakers toadstools,1.24,771,274
22893,mini cake stand t-light holder,0.42,274,94
22894,tablecloth red apples design,9.24,326,175
22895,set of 2 tea towels apple and pears,3.11,846,358
22896,peg bag apple design,2.58,660,293
22897,oven mitt apple design,1.52,582,249
22898,childrens apron apple design,1.94,927,376
22899,childrens apron dolly girl,2.12,862,357
22900,set 2 tea towels i love london,3.07,1192,526
22902,tote bag i love london,2.06,345,142
22903,calendar family favorites,2.82,117,54
22904,calendar paper cut design,2.96,973,402
22905,calendar in season design,2.85,329,144
22906,12 message cards with envelopes,1.64,813,365
22907,pack of 20 napkins pantry design,0.85,1678,698
22908,pack of 20 napkins red apples,0.85,988,418
22909,set of 20 vintage christmas napkins,0.84,2360,913
22910,paper chain kit vintage christmas,2.92,3171,1246
22911,paper chain kit london,2.96,292,143
22912,yellow coat rack paris fashion,4.93,163,99
22913,red coat rack paris fashion,4.91,178,105
22914,blue coat rack paris fashion,4.93,254,150
22915,assorted bottle top  magnets,0.4,418,142
22916,herb marker thyme,0.65,474,198
22917,herb marker rosemary,0.65,486,199
22918,herb marker parsley,0.65,472,197
22919,herb marker mint,0.65,484,200
22920,herb marker basil,0.65,475,197
22921,herb marker chives,0.65,419,174
22922,fridge magnets us diner assorted,0.85,293,99
22923,fridge magnets les enfants assorted,0.84,250,84
22924,fridge magnets la vie en rose,0.85,246,82
